deposit_tx,withdraw_tx,value_diff_ratio,time_diff_sec,value_dep,value_wit
494e6d5f795c6ffa349cc1d0bc488e7ce0b3386b1c06772525c3ca6fd085af02,5cd3137dcb9344d3cc9c1065420401a48ff6e4ee88a4f64d2e5cd85e259bf9c7,0.03222996300236249,171.0,88.04,90.972025
63598811525360ac7228460245ebebbcdc46a55a29f980558bc998dc80c4174e,a63c68594080861d65dd17fbbfd005ce6cd82c0cc344b90e107b06b7ddcb8059,0.11138545058139536,15.0,206.4,183.410043
ffedd401ece0521886b68294cd401d333e7c839a482d1de448f7c96aa977f44b,4190614fdffa34d5c535d6f80b28e1752b003bb8f78f0ca48d5dbf950647f336,0.12071601080038591,369.0,100.0,113.728899
a2586fd19a4a6cfc9dfdfd24aa1c9b0de2a4a809b80daefd52c2d26494922b44,e72b8d99b15a98c1f81b8a5a33025e3eb3b9765e4764a9a2b733eaa130aa7a89,0.00907692307692313,60.0,195.0,193.23
e10578d666b3b2d2cfd716c4667099170c94680985373bf038549c53aba7d21c,471805fc6c5139ba1d7ca8106591d8450e12f3b617adcd9b2ee4a0e2c63f5f1d,0.10777585034560169,129.0,100.0,112.079459
2a0a22942a8d1ded13bb995e267fefa0ed4d27665d702ae6673d64602c272a85,501da14a85f5d7e0f4a0e563623f24509b961f7b15f8f0bb05a38f414b926355,0.01448793861462791,117.0,63.238258,62.322066
09cfd0b8eebca61d9dfca616c8e9fa2118993af4e10273daa8c3c7df14422a27,791b66fb37d78f199ab2a05d9d56285349bbfd2e3dff24afc31bb22838a0cad4,0.1053748141807575,228.0,100.0,111.778655
15a13a6e305eebc1756b19557831cb31d0c3a2ea4a633617fd7502224cb9b419,dbb2f16ab6114b402f9c75199abd777e02019b0443ff6b9ed354a276aa3074c7,0.015075583543240966,114.0,59.55,58.652249
c143d29cd217a7c10b7d38b36767a9a9faf93e5e995c34f5c5b45e205958d386,cd9162705298f7fc749a49e77da0d7f1874d9dc50bd9ea063bfdb1625ffa130a,0.05418865926664565,558.0,57.75261,61.061448
70675059250ed5b452076adda1bc531b1919a9c7b02437e7f6f3c29e1ef7bb40,238d292b13f92a4e41a0310b92c63f7a945a2273b3701403d965e6546a8ab9a9,0.12247864903294035,294.0,123.483751,108.359628
eb5f05adc9f3b719915745f37ee78bbde23f259aa6531587c753a8a7e82a6064,2ec0fa12716551b37c6960f3be6c603b03b9a6a1fb48b7112e3fdfa7853647e1,0.010192676258992893,282.0,69.5,68.791609
be17650b76ac36746b235343803c9e0e97796f5260bb3ad7ffd70fc1ba696fd8,d2413ef19816d049b5a702c93afacf562a8b4acd1e8e9591332ed8cd97ebbc6c,0.016136236974494872,81.0,53.878237,53.008845
e2b523f780aac18d8a85e2f43d7690a2b1a898c866764230e6a2c40375758f54,3878b26ef5dcaae856bfe400294fd48795e42a8cee051d4ee53f4dde6c1dfea6,0.009876286956521742,456.0,115.0,113.864227
719ae0c52f97908fbbd6d2e543a3a2b4fc9d63c84f7e01e5637ba3f8b88539f7,a8fb1215453a5f9944ccb8508e6e8703b4fceac4d3d5b5aca913062b6a271d29,0.03500005000000002,126.0,20.0,19.299999
